các 	 785.7182426938786 	 6.873961397715574e-173
mượt 	 591.2368920170069 	 1.3485528664374174e-130
ứng_dụng 	 492.9928094742446 	 3.181375052925456e-109
shop 	 485.040108451995 	 1.710169372264161e-107
cảm_ứng 	 477.6387150604923 	 6.975199143448046e-106
game 	 474.15541892803793 	 3.99509901025691e-105
chức_năng 	 459.9627311917675 	 4.897806275560418e-102
đúng 	 440.3195481807457 	 9.22359606445574e-98
chạy 	 437.453483521068 	 3.8785550735818904e-97
màn_hình 	 435.04489739158083 	 1.296824661257426e-96
web 	 407.6885519137246 	 1.1675427243556097e-90
hoạt_động 	 399.20796626851535 	 8.191262818123274e-89
ổn_định 	 398.78818539865347 	 1.0109564445514861e-88
chơi 	 398.0484340365216 	 1.464767162265556e-88
quảng_cáo 	 384.88110137672095 	 1.0771752368768535e-85
màu_sắc 	 374.45856356727097 	 2.001898704405935e-83
đẹp 	 354.4001547218805 	 4.666168424247496e-79
nét 	 347.0152571666965 	 1.892855630735028e-77
nhạy 	 330.4708663607287 	 7.589833599623496e-74
sáng 	 318.9149675865517 	 2.4960083082586556e-71
chụp 	 312.28592283822934 	 6.93837217140474e-70
test 	 274.7627424188493 	 1.0397363351191887e-61
sắt 	 269.5038440908279 	 1.455608663243422e-60
rực_rỡ 	 248.64691976081212 	 5.121845971638714e-56
máy 	 233.04179827959553 	 1.2941827832436151e-52
hài_lòng 	 231.65149747842406 	 2.6012614518697767e-52
phim 	 224.2942567097761 	 1.0464942096303122e-50
hình 	 221.39374905273291 	 4.491337050869276e-50
camera 	 217.47273589027702 	 3.218537086215474e-49
cấu_hình 	 212.09294226478755 	 4.8001592621143965e-48
êm 	 202.21491149651354 	 6.862804073584187e-46
vừa_ý 	 201.71635402240966 	 8.816431405538798e-46
xem 	 192.31943310780989 	 9.90979409144931e-44
mượt_mà 	 171.18197961126623 	 4.0833392047531317e-39
đều 	 170.82353041221594 	 4.889919552750845e-39
mạnh_mẽ 	 157.21575164587264 	 4.592038562281466e-36
mạng 	 156.35366576641852 	 7.085725501804172e-36
hẹn 	 143.58163056269558 	 4.3859321811688366e-33
trâu 	 139.97513020307645 	 2.695579820011357e-32
giới_thiệu 	 139.3977654186939 	 3.605043312681447e-32
ơi 	 133.44965297531007 	 7.208781192395664e-31
tốt 	 128.47914831811374 	 8.816866565271258e-30
êm_ái 	 126.19480505315741 	 2.787338898469605e-29
lên 	 119.61841987551676 	 7.667847147273891e-28
anh_em 	 115.67175238889882 	 5.6085146484968424e-27
mong_đợi 	 115.54535216951474 	 5.977626761001534e-27
người_thân 	 114.43366826235244 	 1.0471097354071465e-26
nói_chung 	 113.81571183198221 	 1.4299991351287967e-26
